ปี,เดือน,วัน,country.2,ค่า
2019,มีนาคม,6,ตาก,24
2019,มีนาคม,7,ตาก,29
2019,มีนาคม,8,ตาก,27
2019,มีนาคม,9,ตาก,39
2019,มีนาคม,10,ตาก,48
2019,มีนาคม,11,ตาก,56
2019,มีนาคม,12,ตาก,92
2019,มีนาคม,13,ตาก,57
2019,มีนาคม,14,ตาก,75
2019,มีนาคม,15,ตาก,68
2019,มีนาคม,16,ตาก,47
2019,มีนาคม,17,ตาก,71
2019,มีนาคม,18,ตาก,77
2019,มีนาคม,19,ตาก,55
2019,มีนาคม,20,ตาก,52
2019,มีนาคม,21,ตาก,44
2019,มีนาคม,22,ตาก,78
2019,มีนาคม,23,ตาก,93
2019,มีนาคม,24,ตาก,87
2019,มีนาคม,25,ตาก,79
2019,มีนาคม,26,ตาก,68
2019,มีนาคม,27,ตาก,36
2019,มีนาคม,28,ตาก,31
2019,มีนาคม,29,ตาก,30
2019,มีนาคม,30,ตาก,42
2019,มีนาคม,31,ตาก,39
2019,เมษายน,1,ตาก,52
2019,เมษายน,2,ตาก,50
2019,เมษายน,3,ตาก,48
2019,เมษายน,4,ตาก,55
2019,เมษายน,5,ตาก,54
2019,เมษายน,6,ตาก,66
2019,เมษายน,7,ตาก,70
2019,เมษายน,8,ตาก,51
2019,เมษายน,9,ตาก,51
2019,เมษายน,10,ตาก,61
2019,เมษายน,11,ตาก,70
2019,เมษายน,12,ตาก,52
2019,เมษายน,13,ตาก,43
2019,เมษายน,14,ตาก,44
2019,เมษายน,15,ตาก,36
2019,เมษายน,16,ตาก,35
2019,เมษายน,17,ตาก,35
2019,เมษายน,18,ตาก,41
2019,เมษายน,19,ตาก,37
2019,เมษายน,20,ตาก,52
2019,เมษายน,21,ตาก,54
2019,เมษายน,22,ตาก,54
2019,เมษายน,23,ตาก,31
2019,เมษายน,24,ตาก,39
2019,เมษายน,25,ตาก,35
2019,เมษายน,26,ตาก,54
2019,เมษายน,27,ตาก,71
2019,เมษายน,28,ตาก,44
2019,เมษายน,29,ตาก,38
2019,เมษายน,30,ตาก,30
2019,พฤษภาคม,1,ตาก,18
2019,พฤษภาคม,2,ตาก,20
2019,พฤษภาคม,3,ตาก,18
2019,พฤษภาคม,4,ตาก,15
2019,พฤษภาคม,5,ตาก,24
2019,พฤษภาคม,6,ตาก,29
2019,พฤษภาคม,7,ตาก,32
2019,พฤษภาคม,8,ตาก,33
2019,พฤษภาคม,9,ตาก,27
2019,พฤษภาคม,10,ตาก,25
2019,พฤษภาคม,11,ตาก,27
2019,พฤษภาคม,12,ตาก,34
2019,พฤษภาคม,13,ตาก,17
2019,พฤษภาคม,14,ตาก,29
2019,พฤษภาคม,15,ตาก,26
2019,พฤษภาคม,16,ตาก,28
2019,พฤษภาคม,17,ตาก,29
2019,พฤษภาคม,18,ตาก,27
2019,พฤษภาคม,19,ตาก,25
2019,พฤษภาคม,20,ตาก,27
2019,พฤษภาคม,21,ตาก,27
2019,พฤษภาคม,22,ตาก,16
2019,พฤษภาคม,23,ตาก,18
2019,พฤษภาคม,24,ตาก,22
2019,พฤษภาคม,25,ตาก,16
2019,พฤษภาคม,26,ตาก,12
2019,พฤษภาคม,27,ตาก,15
2019,พฤษภาคม,28,ตาก,16
2019,พฤษภาคม,29,ตาก,9
2019,พฤษภาคม,30,ตาก,8
2019,พฤษภาคม,31,ตาก,10
2019,มิถุนายน,1,ตาก,7
2019,มิถุนายน,2,ตาก,6
2019,มิถุนายน,3,ตาก,8
2019,มิถุนายน,4,ตาก,7
2019,มิถุนายน,5,ตาก,9
2019,มิถุนายน,6,ตาก,10
2019,มิถุนายน,7,ตาก,10
2019,มิถุนายน,8,ตาก,11
2019,มิถุนายน,9,ตาก,8
2019,มิถุนายน,10,ตาก,9
2019,มิถุนายน,11,ตาก,9
2019,มิถุนายน,12,ตาก,7
2019,มิถุนายน,13,ตาก,7
2019,มิถุนายน,14,ตาก,9
2019,มิถุนายน,15,ตาก,9
2019,มิถุนายน,16,ตาก,6
2019,มิถุนายน,17,ตาก,7
2019,มิถุนายน,18,ตาก,8
2019,มิถุนายน,19,ตาก,6
2019,มิถุนายน,20,ตาก,9
2019,มิถุนายน,21,ตาก,11
2019,มิถุนายน,22,ตาก,15
2019,มิถุนายน,23,ตาก,16
2019,มิถุนายน,24,ตาก,12
2019,มิถุนายน,25,ตาก,9
2019,มิถุนายน,26,ตาก,8
2019,มิถุนายน,27,ตาก,5
2019,มิถุนายน,28,ตาก,7
2019,มิถุนายน,29,ตาก,8
2019,มิถุนายน,30,ตาก,7
2019,กรกฎาคม,1,ตาก,8
2019,กรกฎาคม,2,ตาก,10
2019,กรกฎาคม,3,ตาก,8
2019,กรกฎาคม,4,ตาก,7
2019,กรกฎาคม,5,ตาก,5
2019,กรกฎาคม,6,ตาก,6
2019,กรกฎาคม,7,ตาก,7
2019,กรกฎาคม,8,ตาก,10
2019,กรกฎาคม,9,ตาก,8
2019,กรกฎาคม,10,ตาก,9
2019,กรกฎาคม,11,ตาก,10
2019,กรกฎาคม,12,ตาก,10
2019,กรกฎาคม,13,ตาก,7
2019,กรกฎาคม,14,ตาก,6
2019,กรกฎาคม,15,ตาก,6
2019,กรกฎาคม,16,ตาก,6
2019,กรกฎาคม,17,ตาก,8
2019,กรกฎาคม,18,ตาก,9
2019,กรกฎาคม,19,ตาก,10
2019,กรกฎาคม,20,ตาก,8
2019,กรกฎาคม,21,ตาก,6
2019,กรกฎาคม,22,ตาก,6
2019,กรกฎาคม,23,ตาก,9
2019,กรกฎาคม,24,ตาก,6
2019,กรกฎาคม,25,ตาก,4
2019,กรกฎาคม,26,ตาก,7
2019,กรกฎาคม,27,ตาก,9
2019,กรกฎาคม,28,ตาก,8
2019,กรกฎาคม,29,ตาก,6
2019,กรกฎาคม,30,ตาก,8
2019,กรกฎาคม,31,ตาก,9
2019,สิงหาคม,1,ตาก,5
2019,สิงหาคม,2,ตาก,6
2019,สิงหาคม,3,ตาก,6
2019,สิงหาคม,4,ตาก,6
2019,สิงหาคม,5,ตาก,7
2019,สิงหาคม,6,ตาก,8
2019,สิงหาคม,7,ตาก,7
2019,สิงหาคม,8,ตาก,6
2019,สิงหาคม,9,ตาก,6
2019,สิงหาคม,10,ตาก,5
2019,สิงหาคม,11,ตาก,8
2019,สิงหาคม,12,ตาก,10
2019,สิงหาคม,13,ตาก,11
2019,สิงหาคม,14,ตาก,10
2019,สิงหาคม,15,ตาก,13
2019,สิงหาคม,16,ตาก,15
2019,สิงหาคม,17,ตาก,10
2019,สิงหาคม,18,ตาก,7
2019,สิงหาคม,19,ตาก,5
2019,สิงหาคม,20,ตาก,6
2019,สิงหาคม,21,ตาก,4
2019,สิงหาคม,22,ตาก,7
2019,สิงหาคม,23,ตาก,6
2019,สิงหาคม,24,ตาก,6
2019,สิงหาคม,25,ตาก,6
2019,สิงหาคม,26,ตาก,6
2019,สิงหาคม,27,ตาก,7
2019,สิงหาคม,28,ตาก,7
2019,สิงหาคม,29,ตาก,8
2019,สิงหาคม,30,ตาก,8
2019,สิงหาคม,31,ตาก,6
2019,กันยายน,1,ตาก,5
2019,กันยายน,2,ตาก,6
2019,กันยายน,3,ตาก,7
2019,กันยายน,4,ตาก,7
2019,กันยายน,5,ตาก,6
2019,กันยายน,6,ตาก,6
2019,กันยายน,7,ตาก,7
2019,กันยายน,8,ตาก,9
2019,กันยายน,9,ตาก,8
2019,กันยายน,10,ตาก,7
2019,กันยายน,11,ตาก,6
2019,กันยายน,12,ตาก,7
2019,กันยายน,13,ตาก,7
2019,กันยายน,14,ตาก,7
2019,กันยายน,15,ตาก,11
2019,กันยายน,16,ตาก,11
2019,กันยายน,17,ตาก,12
2019,กันยายน,18,ตาก,11
2019,กันยายน,19,ตาก,12
2019,กันยายน,20,ตาก,12
2019,กันยายน,21,ตาก,11
2019,กันยายน,22,ตาก,18
2019,กันยายน,23,ตาก,17
2019,กันยายน,24,ตาก,25
2019,กันยายน,25,ตาก,30
2019,กันยายน,26,ตาก,29
2019,กันยายน,27,ตาก,29
2019,กันยายน,28,ตาก,29
2019,กันยายน,29,ตาก,28
2019,กันยายน,30,ตาก,25
2019,ตุลาคม,1,ตาก,17
2019,ตุลาคม,2,ตาก,13
2019,ตุลาคม,3,ตาก,11
2019,ตุลาคม,4,ตาก,10
2019,ตุลาคม,5,ตาก,9
2019,ตุลาคม,6,ตาก,16
2019,ตุลาคม,7,ตาก,13
2019,ตุลาคม,8,ตาก,15
2019,ตุลาคม,9,ตาก,14
2019,ตุลาคม,10,ตาก,11
2019,ตุลาคม,11,ตาก,8
2019,ตุลาคม,12,ตาก,9
2019,ตุลาคม,13,ตาก,12
2019,ตุลาคม,14,ตาก,11
2019,ตุลาคม,15,ตาก,17
2019,ตุลาคม,16,ตาก,9
2019,ตุลาคม,17,ตาก,10
2019,ตุลาคม,18,ตาก,13
2019,ตุลาคม,19,ตาก,17
2019,ตุลาคม,20,ตาก,20
2019,ตุลาคม,21,ตาก,21
2019,ตุลาคม,22,ตาก,19
2019,ตุลาคม,23,ตาก,21
2019,ตุลาคม,24,ตาก,21
2019,ตุลาคม,25,ตาก,24
2019,ตุลาคม,26,ตาก,23
2019,ตุลาคม,27,ตาก,15
2019,ตุลาคม,28,ตาก,13
2019,ตุลาคม,29,ตาก,17
2019,ตุลาคม,30,ตาก,15
2019,ตุลาคม,31,ตาก,17
2019,พฤศจิกายน,1,ตาก,14
2019,พฤศจิกายน,2,ตาก,11
2019,พฤศจิกายน,3,ตาก,12
2019,พฤศจิกายน,4,ตาก,14
2019,พฤศจิกายน,5,ตาก,21
2019,พฤศจิกายน,6,ตาก,23
2019,พฤศจิกายน,7,ตาก,30
2019,พฤศจิกายน,8,ตาก,29
2019,พฤศจิกายน,9,ตาก,35
2019,พฤศจิกายน,10,ตาก,38
2019,พฤศจิกายน,11,ตาก,31
2019,พฤศจิกายน,12,ตาก,27
2019,พฤศจิกายน,13,ตาก,25
2019,พฤศจิกายน,14,ตาก,13
2019,พฤศจิกายน,15,ตาก,14
2019,พฤศจิกายน,16,ตาก,15
2019,พฤศจิกายน,17,ตาก,19
2019,พฤศจิกายน,18,ตาก,22
2019,พฤศจิกายน,19,ตาก,22
2019,พฤศจิกายน,20,ตาก,21
2019,พฤศจิกายน,21,ตาก,19
2019,พฤศจิกายน,22,ตาก,23
2019,พฤศจิกายน,23,ตาก,27
2019,พฤศจิกายน,24,ตาก,26
2019,พฤศจิกายน,25,ตาก,32
2019,พฤศจิกายน,26,ตาก,25
2019,พฤศจิกายน,27,ตาก,25
2019,พฤศจิกายน,28,ตาก,19
2019,พฤศจิกายน,29,ตาก,21
2019,พฤศจิกายน,30,ตาก,28
2019,ธันวาคม,4,ตาก,28
2019,ธันวาคม,5,ตาก,29
2019,ธันวาคม,6,ตาก,30
2019,ธันวาคม,7,ตาก,29
2019,ธันวาคม,8,ตาก,35
2019,ธันวาคม,9,ตาก,37
2019,ธันวาคม,10,ตาก,35
2019,ธันวาคม,12,ตาก,88
2019,ธันวาคม,13,ตาก,73
2019,ธันวาคม,14,ตาก,59
2019,ธันวาคม,15,ตาก,50
2019,ธันวาคม,16,ตาก,51
2019,ธันวาคม,17,ตาก,39
2019,ธันวาคม,18,ตาก,36
2019,ธันวาคม,19,ตาก,38
2019,ธันวาคม,20,ตาก,40
2019,ธันวาคม,21,ตาก,46
2019,ธันวาคม,22,ตาก,42
2019,ธันวาคม,23,ตาก,40
2019,ธันวาคม,24,ตาก,46
2019,ธันวาคม,25,ตาก,57
2019,ธันวาคม,26,ตาก,49
2019,ธันวาคม,27,ตาก,53
2019,ธันวาคม,28,ตาก,67
2019,ธันวาคม,29,ตาก,51
2019,ธันวาคม,30,ตาก,44
2019,ธันวาคม,31,ตาก,41
2020,มกราคม,1,ตาก,35
2020,มกราคม,2,ตาก,32
2020,มกราคม,3,ตาก,33
2020,มกราคม,4,ตาก,33
2020,มกราคม,5,ตาก,40
2020,มกราคม,6,ตาก,41
2020,มกราคม,7,ตาก,41
2020,มกราคม,8,ตาก,54
2020,มกราคม,9,ตาก,53
2020,มกราคม,10,ตาก,50
2020,มกราคม,11,ตาก,54
2020,มกราคม,12,ตาก,58
2020,มกราคม,13,ตาก,72
2020,มกราคม,14,ตาก,61
2020,มกราคม,15,ตาก,53
2020,มกราคม,16,ตาก,50
2020,มกราคม,17,ตาก,51
2020,มกราคม,18,ตาก,56
2020,มกราคม,19,ตาก,50
2020,มกราคม,20,ตาก,50
2020,มกราคม,21,ตาก,57
2020,มกราคม,22,ตาก,54
2020,มกราคม,23,ตาก,53
2020,มกราคม,24,ตาก,48
2020,มกราคม,25,ตาก,46
2020,มกราคม,26,ตาก,58
2020,มกราคม,27,ตาก,54
2020,มกราคม,28,ตาก,55
2020,มกราคม,29,ตาก,81
2020,มกราคม,30,ตาก,97
2020,มกราคม,31,ตาก,76
2020,กุมภาพันธ์,1,ตาก,61
2020,กุมภาพันธ์,2,ตาก,63
2020,กุมภาพันธ์,3,ตาก,57
2020,กุมภาพันธ์,4,ตาก,54
2020,กุมภาพันธ์,5,ตาก,56
2020,กุมภาพันธ์,6,ตาก,56
2020,กุมภาพันธ์,7,ตาก,55
2020,กุมภาพันธ์,8,ตาก,56
2020,กุมภาพันธ์,9,ตาก,57
2020,กุมภาพันธ์,10,ตาก,48
2020,กุมภาพันธ์,11,ตาก,49
2020,กุมภาพันธ์,12,ตาก,45
2020,กุมภาพันธ์,13,ตาก,40
2020,กุมภาพันธ์,14,ตาก,35
2020,กุมภาพันธ์,15,ตาก,43
2020,กุมภาพันธ์,16,ตาก,59
2020,กุมภาพันธ์,17,ตาก,75
2020,กุมภาพันธ์,18,ตาก,70
2020,กุมภาพันธ์,19,ตาก,52
2020,กุมภาพันธ์,20,ตาก,65
2020,กุมภาพันธ์,21,ตาก,70
2020,กุมภาพันธ์,22,ตาก,50
2020,กุมภาพันธ์,23,ตาก,53
2020,กุมภาพันธ์,24,ตาก,57
2020,กุมภาพันธ์,25,ตาก,73
2020,กุมภาพันธ์,26,ตาก,82
2020,กุมภาพันธ์,27,ตาก,88
2020,กุมภาพันธ์,28,ตาก,93
2020,กุมภาพันธ์,29,ตาก,88
2020,มีนาคม,1,ตาก,68
2020,มีนาคม,2,ตาก,66
2020,มีนาคม,3,ตาก,50
2020,มีนาคม,4,ตาก,38
2020,มีนาคม,5,ตาก,40
2020,มีนาคม,6,ตาก,38
2020,มีนาคม,7,ตาก,35
2020,มีนาคม,8,ตาก,44
2020,มีนาคม,9,ตาก,52
2020,มีนาคม,10,ตาก,53
2020,มีนาคม,11,ตาก,59
2020,มีนาคม,12,ตาก,74
2020,มีนาคม,13,ตาก,77
2020,มีนาคม,14,ตาก,101
2020,มีนาคม,15,ตาก,108
2020,มีนาคม,16,ตาก,67
2020,มีนาคม,17,ตาก,60
2020,มีนาคม,18,ตาก,60
2020,มีนาคม,19,ตาก,72
2020,มีนาคม,20,ตาก,65
2020,มีนาคม,21,ตาก,57
2020,มีนาคม,22,ตาก,63
2020,มีนาคม,23,ตาก,55
2020,มีนาคม,24,ตาก,69
2020,มีนาคม,25,ตาก,71
2020,มีนาคม,26,ตาก,78
2020,มีนาคม,27,ตาก,69
2020,มีนาคม,28,ตาก,77
2020,มีนาคม,29,ตาก,74
2020,มีนาคม,30,ตาก,59
2020,มีนาคม,31,ตาก,58
2020,เมษายน,1,ตาก,74
2020,เมษายน,2,ตาก,65
2020,เมษายน,3,ตาก,61
2020,เมษายน,4,ตาก,71
2020,เมษายน,5,ตาก,77
2020,เมษายน,6,ตาก,52
2020,เมษายน,7,ตาก,54
2020,เมษายน,8,ตาก,59
2020,เมษายน,9,ตาก,57
2020,เมษายน,10,ตาก,61
2020,เมษายน,11,ตาก,67
2020,เมษายน,12,ตาก,63
2020,เมษายน,13,ตาก,49
2020,เมษายน,14,ตาก,54
2020,เมษายน,15,ตาก,60
2020,เมษายน,16,ตาก,40
2020,เมษายน,17,ตาก,41
2020,เมษายน,18,ตาก,42
2020,เมษายน,19,ตาก,46
2020,เมษายน,20,ตาก,56
2020,เมษายน,21,ตาก,48
2020,เมษายน,22,ตาก,35
2020,เมษายน,23,ตาก,49
2020,เมษายน,24,ตาก,37
2020,เมษายน,26,ตาก,20
2020,เมษายน,27,ตาก,18
2020,เมษายน,28,ตาก,13
2020,เมษายน,29,ตาก,19
2020,เมษายน,30,ตาก,15
2020,พฤษภาคม,1,ตาก,24
2020,พฤษภาคม,2,ตาก,25
2020,พฤษภาคม,3,ตาก,17
2020,พฤษภาคม,4,ตาก,25
2020,พฤษภาคม,5,ตาก,26
2020,พฤษภาคม,6,ตาก,21
2020,พฤษภาคม,7,ตาก,23
2020,พฤษภาคม,8,ตาก,16
2020,พฤษภาคม,10,ตาก,19
2020,พฤษภาคม,11,ตาก,22
2020,พฤษภาคม,12,ตาก,23
2020,พฤษภาคม,13,ตาก,25
2020,พฤษภาคม,14,ตาก,20
2020,พฤษภาคม,15,ตาก,19
2020,พฤษภาคม,16,ตาก,14
2020,พฤษภาคม,17,ตาก,15
2020,พฤษภาคม,18,ตาก,14
2020,พฤษภาคม,19,ตาก,9
2020,พฤษภาคม,20,ตาก,12
2020,พฤษภาคม,21,ตาก,15
2020,พฤษภาคม,22,ตาก,23
2020,พฤษภาคม,23,ตาก,29
2020,พฤษภาคม,24,ตาก,31
2020,พฤษภาคม,25,ตาก,28
2020,พฤษภาคม,26,ตาก,17
2020,พฤษภาคม,27,ตาก,12
2020,พฤษภาคม,28,ตาก,7
2020,พฤษภาคม,29,ตาก,6
2020,พฤษภาคม,30,ตาก,6
2020,พฤษภาคม,31,ตาก,10
2020,มิถุนายน,1,ตาก,10
2020,มิถุนายน,2,ตาก,7
2020,มิถุนายน,3,ตาก,9
2020,มิถุนายน,4,ตาก,12
2020,มิถุนายน,5,ตาก,12
2020,มิถุนายน,6,ตาก,9
2020,มิถุนายน,7,ตาก,7
2020,มิถุนายน,8,ตาก,6
2020,มิถุนายน,9,ตาก,7
2020,มิถุนายน,10,ตาก,6
2020,มิถุนายน,11,ตาก,9
2020,มิถุนายน,12,ตาก,9
2020,มิถุนายน,13,ตาก,12
2020,มิถุนายน,14,ตาก,13
2020,มิถุนายน,15,ตาก,8
2020,มิถุนายน,16,ตาก,6
2020,มิถุนายน,17,ตาก,7
2020,มิถุนายน,18,ตาก,5
2020,มิถุนายน,19,ตาก,7
2020,มิถุนายน,20,ตาก,9
2020,มิถุนายน,21,ตาก,8
2020,มิถุนายน,22,ตาก,8
2020,มิถุนายน,23,ตาก,7
2020,มิถุนายน,24,ตาก,8
2020,มิถุนายน,25,ตาก,7
2020,มิถุนายน,26,ตาก,4
2020,มิถุนายน,27,ตาก,3
2020,มิถุนายน,28,ตาก,4
2020,มิถุนายน,29,ตาก,5
2020,มิถุนายน,30,ตาก,5
2020,กรกฎาคม,1,ตาก,4
2020,กรกฎาคม,2,ตาก,4
2020,กรกฎาคม,3,ตาก,5
2020,กรกฎาคม,4,ตาก,6
2020,กรกฎาคม,5,ตาก,5
2020,กรกฎาคม,6,ตาก,8
2020,กรกฎาคม,7,ตาก,8
2020,กรกฎาคม,8,ตาก,8
2020,กรกฎาคม,9,ตาก,6
2020,กรกฎาคม,10,ตาก,8
2020,กรกฎาคม,11,ตาก,5
2020,กรกฎาคม,12,ตาก,5
2020,กรกฎาคม,13,ตาก,4
2020,กรกฎาคม,14,ตาก,4
2020,กรกฎาคม,15,ตาก,4
2020,กรกฎาคม,16,ตาก,5
2020,กรกฎาคม,17,ตาก,4
2020,กรกฎาคม,18,ตาก,6
2020,กรกฎาคม,19,ตาก,8
2020,กรกฎาคม,20,ตาก,8
2020,กรกฎาคม,21,ตาก,8
2020,กรกฎาคม,22,ตาก,7
2020,กรกฎาคม,23,ตาก,7
2020,กรกฎาคม,24,ตาก,7
2020,กรกฎาคม,25,ตาก,5
2020,กรกฎาคม,26,ตาก,6
2020,กรกฎาคม,27,ตาก,4
2020,กรกฎาคม,28,ตาก,5
2020,กรกฎาคม,29,ตาก,5
2020,กรกฎาคม,30,ตาก,4
2020,กรกฎาคม,31,ตาก,4
2020,สิงหาคม,1,ตาก,4
2020,สิงหาคม,2,ตาก,4
2020,สิงหาคม,3,ตาก,4
2020,สิงหาคม,4,ตาก,5
2020,สิงหาคม,5,ตาก,5
2020,สิงหาคม,6,ตาก,5
2020,สิงหาคม,7,ตาก,3
2020,สิงหาคม,8,ตาก,3
2020,สิงหาคม,9,ตาก,4
2020,สิงหาคม,10,ตาก,3
2020,สิงหาคม,11,ตาก,5
2020,สิงหาคม,12,ตาก,5
2020,สิงหาคม,13,ตาก,6
2020,สิงหาคม,14,ตาก,7
2020,สิงหาคม,15,ตาก,6
2020,สิงหาคม,16,ตาก,11
2020,สิงหาคม,17,ตาก,10
2020,สิงหาคม,18,ตาก,10
2020,สิงหาคม,19,ตาก,8
2020,สิงหาคม,20,ตาก,10
2020,สิงหาคม,21,ตาก,7
2020,สิงหาคม,22,ตาก,4
2020,สิงหาคม,23,ตาก,6
2020,สิงหาคม,24,ตาก,8
2020,สิงหาคม,25,ตาก,9
2020,สิงหาคม,26,ตาก,9
2020,สิงหาคม,27,ตาก,9
2020,สิงหาคม,28,ตาก,7
2020,สิงหาคม,29,ตาก,9
2020,สิงหาคม,30,ตาก,11
2020,สิงหาคม,31,ตาก,14
2020,กันยายน,1,ตาก,8
2020,กันยายน,2,ตาก,5
2020,กันยายน,3,ตาก,8
2020,กันยายน,4,ตาก,8
2020,กันยายน,5,ตาก,10
2020,กันยายน,6,ตาก,6
2020,กันยายน,7,ตาก,4
2020,กันยายน,8,ตาก,4
2020,กันยายน,9,ตาก,4
2020,กันยายน,10,ตาก,6
2020,กันยายน,11,ตาก,7
2020,กันยายน,12,ตาก,6
2020,กันยายน,13,ตาก,10
2020,กันยายน,14,ตาก,7
2020,กันยายน,15,ตาก,8
2020,กันยายน,16,ตาก,8
2020,กันยายน,17,ตาก,7
2020,กันยายน,18,ตาก,11
2020,กันยายน,19,ตาก,5
2020,กันยายน,20,ตาก,5
2020,กันยายน,21,ตาก,5
2020,กันยายน,22,ตาก,8
2020,กันยายน,23,ตาก,7
2020,กันยายน,24,ตาก,5
2020,กันยายน,25,ตาก,4
2020,กันยายน,26,ตาก,6
2020,กันยายน,27,ตาก,6
2020,กันยายน,28,ตาก,7
2020,กันยายน,29,ตาก,5
2020,กันยายน,30,ตาก,4
2020,ตุลาคม,1,ตาก,7
2020,ตุลาคม,2,ตาก,6
2020,ตุลาคม,3,ตาก,8
2020,ตุลาคม,4,ตาก,5
2020,ตุลาคม,5,ตาก,12
2020,ตุลาคม,6,ตาก,12
2020,ตุลาคม,20,ตาก,4
2020,ตุลาคม,21,ตาก,5
2020,ตุลาคม,22,ตาก,6
2020,ตุลาคม,23,ตาก,10
2020,ตุลาคม,24,ตาก,13
2020,ตุลาคม,25,ตาก,16
2020,ตุลาคม,26,ตาก,16
2020,ตุลาคม,27,ตาก,12
2020,ตุลาคม,28,ตาก,13
2020,ตุลาคม,29,ตาก,10
2020,ตุลาคม,30,ตาก,5
2020,ตุลาคม,31,ตาก,9
2020,พฤศจิกายน,1,ตาก,11
2020,พฤศจิกายน,2,ตาก,8
2020,พฤศจิกายน,3,ตาก,9
2020,พฤศจิกายน,4,ตาก,15
2020,พฤศจิกายน,5,ตาก,13
2020,พฤศจิกายน,6,ตาก,12
2020,พฤศจิกายน,7,ตาก,14
2020,พฤศจิกายน,8,ตาก,14
2020,พฤศจิกายน,9,ตาก,17
2020,พฤศจิกายน,10,ตาก,20
2020,พฤศจิกายน,11,ตาก,25
2020,พฤศจิกายน,12,ตาก,16
2020,พฤศจิกายน,13,ตาก,17
2020,พฤศจิกายน,14,ตาก,23
2020,พฤศจิกายน,15,ตาก,20
2020,พฤศจิกายน,16,ตาก,21
2020,พฤศจิกายน,17,ตาก,27
2020,พฤศจิกายน,18,ตาก,28
2020,พฤศจิกายน,19,ตาก,21
2020,พฤศจิกายน,20,ตาก,23
2020,พฤศจิกายน,21,ตาก,19
2020,พฤศจิกายน,22,ตาก,19
2020,พฤศจิกายน,23,ตาก,17
2020,พฤศจิกายน,24,ตาก,17
2020,พฤศจิกายน,25,ตาก,14
2020,พฤศจิกายน,26,ตาก,18
2020,พฤศจิกายน,27,ตาก,19
2020,พฤศจิกายน,28,ตาก,21
2020,พฤศจิกายน,29,ตาก,21
2020,พฤศจิกายน,30,ตาก,27
2020,ธันวาคม,1,ตาก,22
2020,ธันวาคม,2,ตาก,23
2020,ธันวาคม,3,ตาก,24
2020,ธันวาคม,4,ตาก,25
2020,ธันวาคม,5,ตาก,33
2020,ธันวาคม,6,ตาก,32
2020,ธันวาคม,7,ตาก,28
2020,ธันวาคม,8,ตาก,34
2020,ธันวาคม,9,ตาก,40
2020,ธันวาคม,10,ตาก,43
2020,ธันวาคม,11,ตาก,45
2020,ธันวาคม,12,ตาก,41
2020,ธันวาคม,13,ตาก,31
2020,ธันวาคม,14,ตาก,30
2020,ธันวาคม,15,ตาก,28
2020,ธันวาคม,16,ตาก,33
2020,ธันวาคม,17,ตาก,35
2020,ธันวาคม,18,ตาก,28
2020,ธันวาคม,19,ตาก,29
2020,ธันวาคม,20,ตาก,27
2020,ธันวาคม,22,ตาก,33
2020,ธันวาคม,23,ตาก,35
2020,ธันวาคม,24,ตาก,35
2020,ธันวาคม,25,ตาก,34
2020,ธันวาคม,26,ตาก,35
2020,ธันวาคม,27,ตาก,34
2020,ธันวาคม,28,ตาก,32
2020,ธันวาคม,29,ตาก,33
2020,ธันวาคม,30,ตาก,36
2020,ธันวาคม,31,ตาก,25
2019,มิถุนายน,25,นครปฐม,8
2019,มิถุนายน,26,นครปฐม,7
2019,มิถุนายน,27,นครปฐม,7
2019,มิถุนายน,28,นครปฐม,9
2019,มิถุนายน,29,นครปฐม,6
2019,มิถุนายน,30,นครปฐม,8
2019,กรกฎาคม,1,นครปฐม,10
2019,กรกฎาคม,2,นครปฐม,17
2019,กรกฎาคม,3,นครปฐม,14
2019,กรกฎาคม,4,นครปฐม,8
2019,กรกฎาคม,5,นครปฐม,6
2019,กรกฎาคม,6,นครปฐม,9
2019,กรกฎาคม,7,นครปฐม,12
2019,กรกฎาคม,8,นครปฐม,13
2019,กรกฎาคม,9,นครปฐม,15
2019,กรกฎาคม,10,นครปฐม,14
2019,กรกฎาคม,11,นครปฐม,12
2019,กรกฎาคม,12,นครปฐม,13
2019,กรกฎาคม,13,นครปฐม,15
2019,กรกฎาคม,14,นครปฐม,11
2019,กรกฎาคม,15,นครปฐม,10
2019,กรกฎาคม,16,นครปฐม,9
2019,กรกฎาคม,17,นครปฐม,7
2019,กรกฎาคม,18,นครปฐม,6
2019,กรกฎาคม,19,นครปฐม,9
2019,กรกฎาคม,20,นครปฐม,6
2019,กรกฎาคม,21,นครปฐม,4
2019,กรกฎาคม,22,นครปฐม,11
2019,กรกฎาคม,23,นครปฐม,12
2019,กรกฎาคม,24,นครปฐม,12
2019,กรกฎาคม,25,นครปฐม,9
2019,กรกฎาคม,26,นครปฐม,11
2019,กรกฎาคม,27,นครปฐม,11
2019,กรกฎาคม,28,นครปฐม,10
2019,กรกฎาคม,29,นครปฐม,6
2019,กรกฎาคม,30,นครปฐม,7
2019,กรกฎาคม,31,นครปฐม,9
2019,สิงหาคม,1,นครปฐม,8
2019,สิงหาคม,2,นครปฐม,7
2019,สิงหาคม,3,นครปฐม,8
2019,สิงหาคม,4,นครปฐม,5
2019,สิงหาคม,5,นครปฐม,6
2019,สิงหาคม,6,นครปฐม,8
2019,สิงหาคม,7,นครปฐม,8
2019,สิงหาคม,8,นครปฐม,7
2019,สิงหาคม,9,นครปฐม,6
2019,สิงหาคม,10,นครปฐม,5
