ปี,เดือน,วัน,country.2,ค่า
2019,มกราคม,1,กรุงเทพมหานคร,15
2019,มกราคม,2,กรุงเทพมหานคร,21
2019,มกราคม,3,กรุงเทพมหานคร,24
2019,มกราคม,4,กรุงเทพมหานคร,27
2019,มกราคม,5,กรุงเทพมหานคร,33
2019,มกราคม,6,กรุงเทพมหานคร,62
2019,มกราคม,7,กรุงเทพมหานคร,65
2019,มกราคม,8,กรุงเทพมหานคร,19
2019,มกราคม,9,กรุงเทพมหานคร,22
2019,มกราคม,10,กรุงเทพมหานคร,37
2019,มกราคม,11,กรุงเทพมหานคร,62
2019,มกราคม,12,กรุงเทพมหานคร,52
2019,มกราคม,13,กรุงเทพมหานคร,63
2019,มกราคม,14,กรุงเทพมหานคร,58
2019,มกราคม,15,กรุงเทพมหานคร,48
2019,มกราคม,16,กรุงเทพมหานคร,38
2019,มกราคม,17,กรุงเทพมหานคร,45
2019,มกราคม,18,กรุงเทพมหานคร,26
2019,มกราคม,19,กรุงเทพมหานคร,39
2019,มกราคม,20,กรุงเทพมหานคร,50
2019,มกราคม,21,กรุงเทพมหานคร,57
2019,มกราคม,22,กรุงเทพมหานคร,40
2019,มกราคม,23,กรุงเทพมหานคร,41
2019,มกราคม,24,กรุงเทพมหานคร,48
2019,มกราคม,25,กรุงเทพมหานคร,60
2019,มกราคม,26,กรุงเทพมหานคร,51
2019,มกราคม,27,กรุงเทพมหานคร,40
2019,มกราคม,28,กรุงเทพมหานคร,55
2019,มกราคม,29,กรุงเทพมหานคร,65
2019,มกราคม,30,กรุงเทพมหานคร,79
2019,มกราคม,31,กรุงเทพมหานคร,58
2019,กุมภาพันธ์,1,กรุงเทพมหานคร,32
2019,กุมภาพันธ์,2,กรุงเทพมหานคร,29
2019,กุมภาพันธ์,3,กรุงเทพมหานคร,21
2019,กุมภาพันธ์,4,กรุงเทพมหานคร,20
2019,กุมภาพันธ์,5,กรุงเทพมหานคร,20
2019,กุมภาพันธ์,6,กรุงเทพมหานคร,12
2019,กุมภาพันธ์,7,กรุงเทพมหานคร,16
2019,กุมภาพันธ์,8,กรุงเทพมหานคร,14
2019,กุมภาพันธ์,9,กรุงเทพมหานคร,9
2019,กุมภาพันธ์,10,กรุงเทพมหานคร,13
2019,กุมภาพันธ์,11,กรุงเทพมหานคร,16
2019,กุมภาพันธ์,12,กรุงเทพมหานคร,24
2019,กุมภาพันธ์,13,กรุงเทพมหานคร,45
2019,กุมภาพันธ์,14,กรุงเทพมหานคร,19
2019,กุมภาพันธ์,15,กรุงเทพมหานคร,18
2019,กุมภาพันธ์,16,กรุงเทพมหานคร,14
2019,กุมภาพันธ์,17,กรุงเทพมหานคร,10
2019,กุมภาพันธ์,18,กรุงเทพมหานคร,8
2019,กุมภาพันธ์,19,กรุงเทพมหานคร,5
2019,กุมภาพันธ์,20,กรุงเทพมหานคร,7
2019,กุมภาพันธ์,21,กรุงเทพมหานคร,13
2019,กุมภาพันธ์,22,กรุงเทพมหานคร,9
2019,กุมภาพันธ์,23,กรุงเทพมหานคร,13
2019,กุมภาพันธ์,24,กรุงเทพมหานคร,13
2019,กุมภาพันธ์,25,กรุงเทพมหานคร,14
2019,กุมภาพันธ์,26,กรุงเทพมหานคร,17
2019,กุมภาพันธ์,27,กรุงเทพมหานคร,19
2019,กุมภาพันธ์,28,กรุงเทพมหานคร,21
2019,มีนาคม,1,กรุงเทพมหานคร,20
2019,มีนาคม,2,กรุงเทพมหานคร,22
2019,มีนาคม,3,กรุงเทพมหานคร,18
2019,มีนาคม,4,กรุงเทพมหานคร,15
2019,มีนาคม,5,กรุงเทพมหานคร,22
2019,มีนาคม,6,กรุงเทพมหานคร,23
2019,มีนาคม,7,กรุงเทพมหานคร,11
2019,มีนาคม,8,กรุงเทพมหานคร,12
2019,มีนาคม,9,กรุงเทพมหานคร,11
2019,มีนาคม,10,กรุงเทพมหานคร,11
2019,มีนาคม,11,กรุงเทพมหานคร,13
2019,มีนาคม,12,กรุงเทพมหานคร,33
2019,มีนาคม,13,กรุงเทพมหานคร,17
2019,มีนาคม,14,กรุงเทพมหานคร,13
2019,มีนาคม,15,กรุงเทพมหานคร,14
2019,มีนาคม,16,กรุงเทพมหานคร,25
2019,มีนาคม,17,กรุงเทพมหานคร,26
2019,มีนาคม,18,กรุงเทพมหานคร,27
2019,มีนาคม,19,กรุงเทพมหานคร,23
2019,มีนาคม,20,กรุงเทพมหานคร,20
2019,มีนาคม,21,กรุงเทพมหานคร,18
2019,มีนาคม,22,กรุงเทพมหานคร,22
2019,มีนาคม,23,กรุงเทพมหานคร,28
2019,มีนาคม,24,กรุงเทพมหานคร,26
2019,มีนาคม,25,กรุงเทพมหานคร,18
2019,มีนาคม,26,กรุงเทพมหานคร,15
2019,มีนาคม,27,กรุงเทพมหานคร,13
2019,มีนาคม,28,กรุงเทพมหานคร,14
2019,มีนาคม,29,กรุงเทพมหานคร,15
2019,มีนาคม,30,กรุงเทพมหานคร,15
2019,มีนาคม,31,กรุงเทพมหานคร,15
2019,เมษายน,1,กรุงเทพมหานคร,14
2019,เมษายน,2,กรุงเทพมหานคร,19
2019,เมษายน,3,กรุงเทพมหานคร,13
2019,เมษายน,4,กรุงเทพมหานคร,14
2019,เมษายน,5,กรุงเทพมหานคร,11
2019,เมษายน,6,กรุงเทพมหานคร,15
2019,เมษายน,7,กรุงเทพมหานคร,11
2019,เมษายน,8,กรุงเทพมหานคร,17
2019,เมษายน,9,กรุงเทพมหานคร,10
2019,เมษายน,10,กรุงเทพมหานคร,11
2019,เมษายน,11,กรุงเทพมหานคร,12
2019,เมษายน,12,กรุงเทพมหานคร,12
2019,เมษายน,13,กรุงเทพมหานคร,12
2019,เมษายน,14,กรุงเทพมหานคร,7
2019,เมษายน,15,กรุงเทพมหานคร,8
2019,เมษายน,16,กรุงเทพมหานคร,9
2019,เมษายน,17,กรุงเทพมหานคร,9
2019,เมษายน,18,กรุงเทพมหานคร,13
2019,เมษายน,19,กรุงเทพมหานคร,17
2019,เมษายน,20,กรุงเทพมหานคร,25
2019,เมษายน,21,กรุงเทพมหานคร,30
2019,เมษายน,22,กรุงเทพมหานคร,17
2019,เมษายน,23,กรุงเทพมหานคร,15
2019,เมษายน,24,กรุงเทพมหานคร,12
2019,เมษายน,25,กรุงเทพมหานคร,15
2019,เมษายน,26,กรุงเทพมหานคร,23
2019,เมษายน,27,กรุงเทพมหานคร,16
2019,เมษายน,28,กรุงเทพมหานคร,9
2019,เมษายน,29,กรุงเทพมหานคร,6
2019,เมษายน,30,กรุงเทพมหานคร,9
2019,พฤษภาคม,1,กรุงเทพมหานคร,7
2019,พฤษภาคม,2,กรุงเทพมหานคร,7
2019,พฤษภาคม,3,กรุงเทพมหานคร,9
2019,พฤษภาคม,4,กรุงเทพมหานคร,11
2019,พฤษภาคม,5,กรุงเทพมหานคร,11
2019,พฤษภาคม,6,กรุงเทพมหานคร,19
2019,พฤษภาคม,7,กรุงเทพมหานคร,27
2019,พฤษภาคม,8,กรุงเทพมหานคร,32
2019,พฤษภาคม,9,กรุงเทพมหานคร,30
2019,พฤษภาคม,10,กรุงเทพมหานคร,29
2019,พฤษภาคม,11,กรุงเทพมหานคร,27
2019,พฤษภาคม,12,กรุงเทพมหานคร,27
2019,พฤษภาคม,13,กรุงเทพมหานคร,26
2019,พฤษภาคม,14,กรุงเทพมหานคร,29
2019,พฤษภาคม,15,กรุงเทพมหานคร,33
2019,พฤษภาคม,16,กรุงเทพมหานคร,26
2019,พฤษภาคม,17,กรุงเทพมหานคร,22
2019,พฤษภาคม,18,กรุงเทพมหานคร,23
2019,พฤษภาคม,19,กรุงเทพมหานคร,20
2019,พฤษภาคม,20,กรุงเทพมหานคร,17
2019,พฤษภาคม,21,กรุงเทพมหานคร,16
2019,พฤษภาคม,22,กรุงเทพมหานคร,16
2019,พฤษภาคม,23,กรุงเทพมหานคร,16
2019,พฤษภาคม,24,กรุงเทพมหานคร,15
2019,พฤษภาคม,25,กรุงเทพมหานคร,18
2019,พฤษภาคม,26,กรุงเทพมหานคร,14
2019,พฤษภาคม,27,กรุงเทพมหานคร,9
2019,พฤษภาคม,28,กรุงเทพมหานคร,9
2019,พฤษภาคม,29,กรุงเทพมหานคร,5
2019,พฤษภาคม,30,กรุงเทพมหานคร,10
2019,พฤษภาคม,31,กรุงเทพมหานคร,11
2019,มิถุนายน,1,กรุงเทพมหานคร,11
2019,มิถุนายน,2,กรุงเทพมหานคร,8
2019,มิถุนายน,3,กรุงเทพมหานคร,13
2019,มิถุนายน,4,กรุงเทพมหานคร,12
2019,มิถุนายน,5,กรุงเทพมหานคร,10
2019,มิถุนายน,6,กรุงเทพมหานคร,16
2019,มิถุนายน,7,กรุงเทพมหานคร,23
2019,มิถุนายน,8,กรุงเทพมหานคร,10
2019,มิถุนายน,9,กรุงเทพมหานคร,12
2019,มิถุนายน,10,กรุงเทพมหานคร,8
2019,มิถุนายน,11,กรุงเทพมหานคร,9
2019,มิถุนายน,12,กรุงเทพมหานคร,8
2019,มิถุนายน,13,กรุงเทพมหานคร,9
2019,มิถุนายน,14,กรุงเทพมหานคร,8
2019,มิถุนายน,15,กรุงเทพมหานคร,10
2019,มิถุนายน,16,กรุงเทพมหานคร,11
2019,มิถุนายน,17,กรุงเทพมหานคร,8
2019,มิถุนายน,18,กรุงเทพมหานคร,8
2019,มิถุนายน,19,กรุงเทพมหานคร,8
2019,มิถุนายน,20,กรุงเทพมหานคร,15
2019,มิถุนายน,21,กรุงเทพมหานคร,19
2019,มิถุนายน,22,กรุงเทพมหานคร,17
2019,มิถุนายน,23,กรุงเทพมหานคร,17
2019,มิถุนายน,24,กรุงเทพมหานคร,14
2019,มิถุนายน,25,กรุงเทพมหานคร,16
2019,มิถุนายน,26,กรุงเทพมหานคร,11
2019,มิถุนายน,27,กรุงเทพมหานคร,17
2019,มิถุนายน,28,กรุงเทพมหานคร,16
2019,มิถุนายน,29,กรุงเทพมหานคร,7
2019,มิถุนายน,30,กรุงเทพมหานคร,9
2019,กรกฎาคม,1,กรุงเทพมหานคร,15
2019,กรกฎาคม,2,กรุงเทพมหานคร,24
2019,กรกฎาคม,3,กรุงเทพมหานคร,20
2019,กรกฎาคม,4,กรุงเทพมหานคร,20
2019,กรกฎาคม,5,กรุงเทพมหานคร,14
2019,กรกฎาคม,6,กรุงเทพมหานคร,21
2019,กรกฎาคม,7,กรุงเทพมหานคร,17
2019,กรกฎาคม,8,กรุงเทพมหานคร,16
2019,กรกฎาคม,9,กรุงเทพมหานคร,16
2019,กรกฎาคม,10,กรุงเทพมหานคร,20
2019,กรกฎาคม,11,กรุงเทพมหานคร,19
2019,กรกฎาคม,12,กรุงเทพมหานคร,16
2019,กรกฎาคม,13,กรุงเทพมหานคร,17
2019,กรกฎาคม,14,กรุงเทพมหานคร,12
2019,กรกฎาคม,15,กรุงเทพมหานคร,14
2019,กรกฎาคม,16,กรุงเทพมหานคร,14
2019,กรกฎาคม,17,กรุงเทพมหานคร,12
2019,กรกฎาคม,18,กรุงเทพมหานคร,13
2019,กรกฎาคม,19,กรุงเทพมหานคร,13
2019,กรกฎาคม,20,กรุงเทพมหานคร,12
2019,กรกฎาคม,21,กรุงเทพมหานคร,6
2019,กรกฎาคม,22,กรุงเทพมหานคร,12
2019,กรกฎาคม,23,กรุงเทพมหานคร,17
2019,กรกฎาคม,24,กรุงเทพมหานคร,22
2019,กรกฎาคม,25,กรุงเทพมหานคร,17
2019,กรกฎาคม,26,กรุงเทพมหานคร,16
2019,กรกฎาคม,27,กรุงเทพมหานคร,12
2019,กรกฎาคม,28,กรุงเทพมหานคร,9
2019,กรกฎาคม,29,กรุงเทพมหานคร,8
2019,กรกฎาคม,30,กรุงเทพมหานคร,9
2019,กรกฎาคม,31,กรุงเทพมหานคร,11
2019,สิงหาคม,1,กรุงเทพมหานคร,11
2019,สิงหาคม,2,กรุงเทพมหานคร,11
2019,สิงหาคม,3,กรุงเทพมหานคร,10
2019,สิงหาคม,4,กรุงเทพมหานคร,7
2019,สิงหาคม,5,กรุงเทพมหานคร,6
2019,สิงหาคม,6,กรุงเทพมหานคร,11
2019,สิงหาคม,7,กรุงเทพมหานคร,15
2019,สิงหาคม,8,กรุงเทพมหานคร,13
2019,สิงหาคม,9,กรุงเทพมหานคร,14
2019,สิงหาคม,10,กรุงเทพมหานคร,5
2019,สิงหาคม,11,กรุงเทพมหานคร,4
2019,สิงหาคม,12,กรุงเทพมหานคร,5
2019,สิงหาคม,13,กรุงเทพมหานคร,8
2019,สิงหาคม,14,กรุงเทพมหานคร,16
2019,สิงหาคม,15,กรุงเทพมหานคร,12
2019,สิงหาคม,16,กรุงเทพมหานคร,13
2019,สิงหาคม,17,กรุงเทพมหานคร,6
2019,สิงหาคม,18,กรุงเทพมหานคร,10
2019,สิงหาคม,19,กรุงเทพมหานคร,11
2019,สิงหาคม,20,กรุงเทพมหานคร,11
2019,สิงหาคม,21,กรุงเทพมหานคร,7
2019,สิงหาคม,22,กรุงเทพมหานคร,10
2019,สิงหาคม,23,กรุงเทพมหานคร,7
2019,สิงหาคม,24,กรุงเทพมหานคร,10
2019,สิงหาคม,25,กรุงเทพมหานคร,7
2019,สิงหาคม,26,กรุงเทพมหานคร,5
2019,สิงหาคม,27,กรุงเทพมหานคร,8
2019,สิงหาคม,28,กรุงเทพมหานคร,10
2019,สิงหาคม,29,กรุงเทพมหานคร,8
2019,สิงหาคม,30,กรุงเทพมหานคร,10
2019,สิงหาคม,31,กรุงเทพมหานคร,6
2019,กันยายน,1,กรุงเทพมหานคร,7
2019,กันยายน,2,กรุงเทพมหานคร,7
2019,กันยายน,3,กรุงเทพมหานคร,6
2019,กันยายน,4,กรุงเทพมหานคร,10
2019,กันยายน,5,กรุงเทพมหานคร,14
2019,กันยายน,6,กรุงเทพมหานคร,14
2019,กันยายน,7,กรุงเทพมหานคร,14
2019,กันยายน,8,กรุงเทพมหานคร,11
2019,กันยายน,9,กรุงเทพมหานคร,9
2019,กันยายน,10,กรุงเทพมหานคร,13
2019,กันยายน,11,กรุงเทพมหานคร,9
2019,กันยายน,12,กรุงเทพมหานคร,9
2019,กันยายน,13,กรุงเทพมหานคร,9
2019,กันยายน,14,กรุงเทพมหานคร,6
2019,กันยายน,15,กรุงเทพมหานคร,10
2019,กันยายน,16,กรุงเทพมหานคร,11
2019,กันยายน,17,กรุงเทพมหานคร,17
2019,กันยายน,18,กรุงเทพมหานคร,16
2019,กันยายน,19,กรุงเทพมหานคร,13
2019,กันยายน,20,กรุงเทพมหานคร,17
2019,กันยายน,21,กรุงเทพมหานคร,13
2019,กันยายน,22,กรุงเทพมหานคร,19
2019,กันยายน,23,กรุงเทพมหานคร,12
2019,กันยายน,24,กรุงเทพมหานคร,26
2019,กันยายน,25,กรุงเทพมหานคร,32
2019,กันยายน,26,กรุงเทพมหานคร,27
2019,กันยายน,27,กรุงเทพมหานคร,29
2019,กันยายน,28,กรุงเทพมหานคร,33
2019,กันยายน,29,กรุงเทพมหานคร,43
2019,กันยายน,30,กรุงเทพมหานคร,58
2019,ตุลาคม,1,กรุงเทพมหานคร,32
2019,ตุลาคม,2,กรุงเทพมหานคร,20
2019,ตุลาคม,3,กรุงเทพมหานคร,18
2019,ตุลาคม,4,กรุงเทพมหานคร,21
2019,ตุลาคม,5,กรุงเทพมหานคร,30
2019,ตุลาคม,6,กรุงเทพมหานคร,25
2019,ตุลาคม,7,กรุงเทพมหานคร,21
2019,ตุลาคม,8,กรุงเทพมหานคร,17
2019,ตุลาคม,9,กรุงเทพมหานคร,24
2019,ตุลาคม,10,กรุงเทพมหานคร,31
2019,ตุลาคม,11,กรุงเทพมหานคร,30
2019,ตุลาคม,12,กรุงเทพมหานคร,25
2019,ตุลาคม,13,กรุงเทพมหานคร,21
2019,ตุลาคม,14,กรุงเทพมหานคร,16
2019,ตุลาคม,15,กรุงเทพมหานคร,19
2019,ตุลาคม,16,กรุงเทพมหานคร,19
2019,ตุลาคม,17,กรุงเทพมหานคร,19
2019,ตุลาคม,18,กรุงเทพมหานคร,20
2019,ตุลาคม,19,กรุงเทพมหานคร,20
2019,ตุลาคม,20,กรุงเทพมหานคร,22
2019,ตุลาคม,21,กรุงเทพมหานคร,26
2019,ตุลาคม,22,กรุงเทพมหานคร,47
2019,ตุลาคม,23,กรุงเทพมหานคร,30
2019,ตุลาคม,24,กรุงเทพมหานคร,22
2019,ตุลาคม,25,กรุงเทพมหานคร,26
2019,ตุลาคม,26,กรุงเทพมหานคร,27
2019,ตุลาคม,27,กรุงเทพมหานคร,19
2019,ตุลาคม,28,กรุงเทพมหานคร,21
2019,ตุลาคม,29,กรุงเทพมหานคร,22
2019,ตุลาคม,30,กรุงเทพมหานคร,21
2019,ตุลาคม,31,กรุงเทพมหานคร,24
2019,พฤศจิกายน,1,กรุงเทพมหานคร,15
2019,พฤศจิกายน,2,กรุงเทพมหานคร,19
2019,พฤศจิกายน,3,กรุงเทพมหานคร,26
2019,พฤศจิกายน,4,กรุงเทพมหานคร,24
2019,พฤศจิกายน,5,กรุงเทพมหานคร,40
2019,พฤศจิกายน,6,กรุงเทพมหานคร,37
2019,พฤศจิกายน,7,กรุงเทพมหานคร,37
2019,พฤศจิกายน,8,กรุงเทพมหานคร,37
2019,พฤศจิกายน,9,กรุงเทพมหานคร,36
2019,พฤศจิกายน,10,กรุงเทพมหานคร,37
2019,พฤศจิกายน,11,กรุงเทพมหานคร,41
2019,พฤศจิกายน,12,กรุงเทพมหานคร,41
2019,พฤศจิกายน,13,กรุงเทพมหานคร,34
2019,พฤศจิกายน,14,กรุงเทพมหานคร,25
2019,พฤศจิกายน,15,กรุงเทพมหานคร,27
2019,พฤศจิกายน,16,กรุงเทพมหานคร,36
2019,พฤศจิกายน,17,กรุงเทพมหานคร,34
2019,พฤศจิกายน,18,กรุงเทพมหานคร,37
2019,พฤศจิกายน,19,กรุงเทพมหานคร,31
2019,พฤศจิกายน,20,กรุงเทพมหานคร,19
2019,พฤศจิกายน,21,กรุงเทพมหานคร,24
2019,พฤศจิกายน,22,กรุงเทพมหานคร,26
2019,พฤศจิกายน,23,กรุงเทพมหานคร,30
2019,พฤศจิกายน,24,กรุงเทพมหานคร,29
2019,พฤศจิกายน,25,กรุงเทพมหานคร,29
2019,พฤศจิกายน,26,กรุงเทพมหานคร,22
2019,พฤศจิกายน,27,กรุงเทพมหานคร,26
2019,พฤศจิกายน,28,กรุงเทพมหานคร,18
2019,พฤศจิกายน,29,กรุงเทพมหานคร,19
2019,พฤศจิกายน,30,กรุงเทพมหานคร,20
2019,ธันวาคม,1,กรุงเทพมหานคร,20
2019,ธันวาคม,2,กรุงเทพมหานคร,19
2019,ธันวาคม,3,กรุงเทพมหานคร,22
2019,ธันวาคม,4,กรุงเทพมหานคร,29
2019,ธันวาคม,5,กรุงเทพมหานคร,31
2019,ธันวาคม,6,กรุงเทพมหานคร,35
2019,ธันวาคม,7,กรุงเทพมหานคร,32
2019,ธันวาคม,8,กรุงเทพมหานคร,41
2019,ธันวาคม,9,กรุงเทพมหานคร,42
2019,ธันวาคม,10,กรุงเทพมหานคร,48
2019,ธันวาคม,11,กรุงเทพมหานคร,68
2019,ธันวาคม,12,กรุงเทพมหานคร,47
2019,ธันวาคม,13,กรุงเทพมหานคร,51
2019,ธันวาคม,14,กรุงเทพมหานคร,44
2019,ธันวาคม,15,กรุงเทพมหานคร,47
2019,ธันวาคม,16,กรุงเทพมหานคร,40
2019,ธันวาคม,17,กรุงเทพมหานคร,36
2019,ธันวาคม,18,กรุงเทพมหานคร,35
2019,ธันวาคม,19,กรุงเทพมหานคร,42
2019,ธันวาคม,20,กรุงเทพมหานคร,42
2019,ธันวาคม,21,กรุงเทพมหานคร,38
2019,ธันวาคม,22,กรุงเทพมหานคร,32
2019,ธันวาคม,23,กรุงเทพมหานคร,30
2019,ธันวาคม,24,กรุงเทพมหานคร,30
2019,ธันวาคม,25,กรุงเทพมหานคร,30
2019,ธันวาคม,26,กรุงเทพมหานคร,30
2019,ธันวาคม,27,กรุงเทพมหานคร,36
2019,ธันวาคม,28,กรุงเทพมหานคร,36
2019,ธันวาคม,29,กรุงเทพมหานคร,41
2019,ธันวาคม,30,กรุงเทพมหานคร,37
2019,ธันวาคม,31,กรุงเทพมหานคร,41
2020,มกราคม,1,กรุงเทพมหานคร,20
2020,มกราคม,2,กรุงเทพมหานคร,26
2020,มกราคม,3,กรุงเทพมหานคร,32
2020,มกราคม,4,กรุงเทพมหานคร,37
2020,มกราคม,5,กรุงเทพมหานคร,45
2020,มกราคม,6,กรุงเทพมหานคร,51
2020,มกราคม,7,กรุงเทพมหานคร,51
2020,มกราคม,8,กรุงเทพมหานคร,53
2020,มกราคม,9,กรุงเทพมหานคร,60
2020,มกราคม,10,กรุงเทพมหานคร,97
2020,มกราคม,11,กรุงเทพมหานคร,46
2020,มกราคม,12,กรุงเทพมหานคร,36
2020,มกราคม,13,กรุงเทพมหานคร,33
2020,มกราคม,14,กรุงเทพมหานคร,34
2020,มกราคม,15,กรุงเทพมหานคร,35
2020,มกราคม,16,กรุงเทพมหานคร,37
2020,มกราคม,17,กรุงเทพมหานคร,45
2020,มกราคม,18,กรุงเทพมหานคร,58
2020,มกราคม,19,กรุงเทพมหานคร,56
2020,มกราคม,20,กรุงเทพมหานคร,64
2020,มกราคม,21,กรุงเทพมหานคร,46
2020,มกราคม,22,กรุงเทพมหานคร,41
2020,มกราคม,23,กรุงเทพมหานคร,35
2020,มกราคม,24,กรุงเทพมหานคร,24
2020,มกราคม,25,กรุงเทพมหานคร,21
2020,มกราคม,26,กรุงเทพมหานคร,17
2020,มกราคม,27,กรุงเทพมหานคร,21
2020,มกราคม,28,กรุงเทพมหานคร,34
2020,มกราคม,29,กรุงเทพมหานคร,30
2020,มกราคม,30,กรุงเทพมหานคร,37
2020,มกราคม,31,กรุงเทพมหานคร,45
2020,กุมภาพันธ์,1,กรุงเทพมหานคร,61
2020,กุมภาพันธ์,2,กรุงเทพมหานคร,60
2020,กุมภาพันธ์,3,กรุงเทพมหานคร,53
2020,กุมภาพันธ์,4,กรุงเทพมหานคร,44
2020,กุมภาพันธ์,5,กรุงเทพมหานคร,32
2020,กุมภาพันธ์,6,กรุงเทพมหานคร,26
2020,กุมภาพันธ์,7,กรุงเทพมหานคร,30
2020,กุมภาพันธ์,8,กรุงเทพมหานคร,36
2020,กุมภาพันธ์,9,กรุงเทพมหานคร,44
2020,กุมภาพันธ์,10,กรุงเทพมหานคร,45
2020,กุมภาพันธ์,11,กรุงเทพมหานคร,49
2020,กุมภาพันธ์,12,กรุงเทพมหานคร,36
2020,กุมภาพันธ์,13,กรุงเทพมหานคร,13
2020,กุมภาพันธ์,14,กรุงเทพมหานคร,12
2020,กุมภาพันธ์,15,กรุงเทพมหานคร,20
2020,กุมภาพันธ์,16,กรุงเทพมหานคร,16
2020,กุมภาพันธ์,17,กรุงเทพมหานคร,18
2020,กุมภาพันธ์,18,กรุงเทพมหานคร,32
2020,กุมภาพันธ์,19,กรุงเทพมหานคร,52
2020,กุมภาพันธ์,20,กรุงเทพมหานคร,58
2020,กุมภาพันธ์,21,กรุงเทพมหานคร,49
2020,กุมภาพันธ์,22,กรุงเทพมหานคร,50
2020,กุมภาพันธ์,23,กรุงเทพมหานคร,53
2020,กุมภาพันธ์,24,กรุงเทพมหานคร,62
2020,กุมภาพันธ์,25,กรุงเทพมหานคร,64
2020,กุมภาพันธ์,26,กรุงเทพมหานคร,43
2020,กุมภาพันธ์,27,กรุงเทพมหานคร,48
2020,กุมภาพันธ์,28,กรุงเทพมหานคร,28
2020,กุมภาพันธ์,29,กรุงเทพมหานคร,25
2020,มีนาคม,1,กรุงเทพมหานคร,26
2020,มีนาคม,2,กรุงเทพมหานคร,26
2020,มีนาคม,3,กรุงเทพมหานคร,19
2020,มีนาคม,4,กรุงเทพมหานคร,14
2020,มีนาคม,5,กรุงเทพมหานคร,15
2020,มีนาคม,6,กรุงเทพมหานคร,15
2020,มีนาคม,7,กรุงเทพมหานคร,15
2020,มีนาคม,8,กรุงเทพมหานคร,22
2020,มีนาคม,9,กรุงเทพมหานคร,31
2020,มีนาคม,10,กรุงเทพมหานคร,32
2020,มีนาคม,11,กรุงเทพมหานคร,32
2020,มีนาคม,12,กรุงเทพมหานคร,26
2020,มีนาคม,13,กรุงเทพมหานคร,21
2020,มีนาคม,14,กรุงเทพมหานคร,18
2020,มีนาคม,15,กรุงเทพมหานคร,23
2020,มีนาคม,16,กรุงเทพมหานคร,34
2020,มีนาคม,17,กรุงเทพมหานคร,20
2020,มีนาคม,18,กรุงเทพมหานคร,20
2020,มีนาคม,19,กรุงเทพมหานคร,21
2020,มีนาคม,20,กรุงเทพมหานคร,21
2020,มีนาคม,21,กรุงเทพมหานคร,22
2020,มีนาคม,22,กรุงเทพมหานคร,19
2020,มีนาคม,23,กรุงเทพมหานคร,17
2020,มีนาคม,24,กรุงเทพมหานคร,13
2020,มีนาคม,25,กรุงเทพมหานคร,22
2020,มีนาคม,26,กรุงเทพมหานคร,15
2020,มีนาคม,27,กรุงเทพมหานคร,15
2020,มีนาคม,28,กรุงเทพมหานคร,23
2020,มีนาคม,29,กรุงเทพมหานคร,22
2020,มีนาคม,30,กรุงเทพมหานคร,21
2020,มีนาคม,31,กรุงเทพมหานคร,28
2020,เมษายน,1,กรุงเทพมหานคร,19
2020,เมษายน,2,กรุงเทพมหานคร,16
2020,เมษายน,3,กรุงเทพมหานคร,14
2020,เมษายน,4,กรุงเทพมหานคร,16
2020,เมษายน,5,กรุงเทพมหานคร,16
2020,เมษายน,6,กรุงเทพมหานคร,15
2020,เมษายน,7,กรุงเทพมหานคร,20
2020,เมษายน,8,กรุงเทพมหานคร,16
2020,เมษายน,9,กรุงเทพมหานคร,16
2020,เมษายน,10,กรุงเทพมหานคร,17
2020,เมษายน,11,กรุงเทพมหานคร,17
2020,เมษายน,12,กรุงเทพมหานคร,17
2020,เมษายน,13,กรุงเทพมหานคร,29
2020,เมษายน,14,กรุงเทพมหานคร,37
2020,เมษายน,15,กรุงเทพมหานคร,33
2020,เมษายน,16,กรุงเทพมหานคร,15
2020,เมษายน,17,กรุงเทพมหานคร,14
2020,เมษายน,18,กรุงเทพมหานคร,11
2020,เมษายน,19,กรุงเทพมหานคร,14
2020,เมษายน,20,กรุงเทพมหานคร,13
2020,เมษายน,21,กรุงเทพมหานคร,13
2020,เมษายน,22,กรุงเทพมหานคร,19
2020,เมษายน,23,กรุงเทพมหานคร,19
2020,เมษายน,24,กรุงเทพมหานคร,20
2020,เมษายน,25,กรุงเทพมหานคร,24
2020,เมษายน,26,กรุงเทพมหานคร,32
2020,เมษายน,27,กรุงเทพมหานคร,38
2020,เมษายน,28,กรุงเทพมหานคร,31
2020,เมษายน,29,กรุงเทพมหานคร,36
2020,เมษายน,30,กรุงเทพมหานคร,25
2020,พฤษภาคม,1,กรุงเทพมหานคร,18
2020,พฤษภาคม,2,กรุงเทพมหานคร,16
2020,พฤษภาคม,3,กรุงเทพมหานคร,14
2020,พฤษภาคม,4,กรุงเทพมหานคร,17
2020,พฤษภาคม,5,กรุงเทพมหานคร,20
2020,พฤษภาคม,6,กรุงเทพมหานคร,16
2020,พฤษภาคม,7,กรุงเทพมหานคร,13
2020,พฤษภาคม,8,กรุงเทพมหานคร,13
2020,พฤษภาคม,9,กรุงเทพมหานคร,10
2020,พฤษภาคม,10,กรุงเทพมหานคร,8
2020,พฤษภาคม,11,กรุงเทพมหานคร,14
2020,พฤษภาคม,12,กรุงเทพมหานคร,25
2020,พฤษภาคม,13,กรุงเทพมหานคร,14
2020,พฤษภาคม,14,กรุงเทพมหานคร,13
2020,พฤษภาคม,15,กรุงเทพมหานคร,11
